name,popularity,duration_ms,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,valence_tags,arousal_tags,dominance_tags,genre,artists_processed,name_processed,lyrics,BERT_features
dum dum boys,37,433358,iggy pop,0.219,0.763,7,-6.703,1,0.0392,0.154,0.934,0.17,0.559,158.208,4.512564102564102,3.4946153846153845,4.118333333333333,punk,iggy pop,dum dum boys,things tough without dumb dumb boys can't seem speak language remember used stare ground looked put whole world looked put whole world first time saw dumb dumb boys fascinated stood front old drug store impressed one else impressed we'd sing da-da-da-da-da-da dumb dumb day dumb dumb boys alive dead left last dumb dumb daze sun goes boys broke people said negative said we'd take would never give we'd sing da-da-da da-da-da dumb dumb day da-da-da-da-da dumb hope would pay da-da-da-da dumdumdum day dumb dumb day i'm looking dumb dumb boys need noise i'm looking dumb dumb boys walls close need noise,"[[-0.0960872   0.12872899  0.08736531 ... -0.46082914  0.14306165
  -0.17580861]
 [-0.1462233   0.43588486  0.36674958 ... -0.27532783 -0.26883078
   0.00867859]
 [ 0.14754322 -0.34819284  0.37566224 ... -0.3896601   0.07430257
  -0.25316587]
 ...
 [ 0.0230348  -0.52672255 -0.06172888 ... -0.37342018  0.21952568
   0.1461322 ]
 [-0.0936412  -0.22441627  0.29118845 ... -0.14425662  0.1644775
   0.15291533]
 [-0.1136103  -0.19837652  0.28024283 ... -0.15568045  0.16253327
   0.17935733]]"
beside you,38,269507,iggy pop,0.383,0.825,5,-7.594,1,0.0323,0.0543,0.00196,0.292,0.142,121.335,7.106296296296296,4.467703703703704,6.596074074074075,punk,iggy pop,beside you,hungry way heart waiting reason hungry like lot guys want beside lonely people pass street waiting reason beside grey turning blue wake love beside everything new wake love hungry way hurts waiting reason hungry like lot guys,"[[-0.19225408 -0.06243999  0.05879283 ... -0.32562938  0.24204706
  -0.04780689]
 [ 0.31927505 -0.19387454  1.2661369  ...  0.3711432  -0.21640596
  -0.88851213]
 [ 0.30748913 -0.37653676  1.2061493  ... -0.02489408  0.18350916
   0.09190913]
 ...
 [ 0.36882275  0.00232267  0.6165952  ... -0.08752289 -0.27381593
  -0.28587508]
 [ 0.01581577 -0.47827944  0.28940764 ...  0.23374511 -0.06035086
  -0.60293186]
 [-0.1236764  -0.5287696   0.08553322 ...  0.32252568  0.11925258
  -0.67733693]]"
mass production,32,507781,iggy pop,0.41,0.594,0,-8.782,1,0.0468,0.222,0.0223,0.403,0.09,131.45,5.878571428571428,4.321428571428571,5.108571428571429,post-punk,iggy pop,mass production,go favor give number girl almost like legs almost like i'm buried deep mass production nothing new like drive along freeways see smokestacks belching breasts turn bronw warm brown though try die put back line oh damn hell back line hell back line i'm back line see face mirror air i'm ground way i'm going cigarettes since gotta go favor give number get girl yeah almost like yes almost like i'm almost like yes i'm almost like yes i'm almost like yeah i'm almost like,"[[-1.5661642e-01 -8.9150220e-02  3.2589659e-01 ... -2.2893296e-01
   1.1246694e-01  5.9955999e-02]
 [ 3.9162594e-01  1.2263625e-02  3.3156756e-01 ... -5.8959324e-02
   8.1440532e-01  4.2238265e-01]
 [-3.7460682e-01 -8.4096920e-01  1.5839751e+00 ... -3.1343427e-01
  -5.5207837e-01 -3.6986166e-01]
 ...
 [ 2.5714809e-01 -2.9675670e-02  9.7326475e-01 ...  1.0719260e-03
   1.2919167e-01 -6.8194047e-02]
 [ 1.0664133e-01 -1.1329553e-01  7.6428938e-01 ...  3.8530298e-02
   8.5282139e-02  1.0194781e-01]
 [ 4.1771647e-02 -8.3646727e-01  6.2194794e-01 ...  5.5774212e-01
   4.7817066e-01 -7.2977799e-01]]"
baby,34,205722,iggy pop,0.389,0.435,10,-9.839,1,0.0299,0.562,0.00328,0.133,0.365,117.665,5.03,3.3183333333333334,4.568333333333334,punk,iggy pop,baby,baby cry baby i'll sing lullaby we're walking street chance chance always slim none intentions unjust baby there's nothing see i've already street chance baby clean baby please stay clean baby young baby please stay young baby cry baby we've already cried want want aboard fun time fun baby baby like lips fun baby baby like pants aboard fun time,"[[-0.0784774  -0.24345306  0.24304664 ... -0.20163196 -0.25251478
   0.15565157]
 [ 0.9552747   0.380549    0.9878415  ... -0.30225432  0.9144884
  -0.1611864 ]
 [ 0.56632847  0.36179748  1.5546964  ... -0.19431847  0.10405416
  -0.6519887 ]
 ...
 [ 0.17590663 -0.06717944  0.8024769  ... -0.19711423 -0.4523768
  -0.11500835]
 [ 0.13445252 -0.06005792  0.7972536  ... -0.2547493  -0.5160039
   0.12642656]
 [ 0.14302874  0.01046381  0.7387796  ... -0.22186482 -0.5295052
   0.14024207]]"
stay,56,235200,hurts,0.447,0.72,11,-7.504,1,0.0517,0.0206,0.000353,0.282,0.297,156.0,6.0079569892473135,4.603763440860216,5.512365591397851,synthpop,hurts,stay,whole life waiting right time tell feel know try tell need without feel lost cause know love seems real know feel say goodbye pouring rain break walk away stay stay cause life felt way could never find words say stay stay alright everything alright since came along nowhere run nothing hold came close giving wonder know feels let go say goodbye pouring rain break walk away stay stay cause life felt way could never find words say stay stay change mind say mine leave tonight stay say goodbye pouring rain break walk away stay stay cause life felt way could never find words say stay stay stay stay stay stay stay stay stay stay,"[[-0.09231433 -0.17191893  0.89033574 ... -0.24808554 -0.10841767
  -0.12900566]
 [-0.10686083 -0.4281836   0.9542877  ...  0.15489452  0.11961617
  -0.909751  ]
 [ 0.2628682   0.10538375  0.6918915  ... -0.7308979  -0.05342621
  -0.25689387]
 ...
 [ 0.50873286 -0.13772188  1.0080261  ... -0.1758925  -0.3578392
  -0.21095034]
 [ 0.58660007 -0.20834102  1.0443029  ... -0.18713792 -0.3464834
  -0.15065967]
 [ 0.58182734 -0.20802857  1.1761905  ... -0.14940503 -0.27776903
  -0.2190951 ]]"
the pod,41,277560,hum,0.427,0.667,9,-11.714,0,0.0441,0.000157,0.339,0.0898,0.407,112.293,5.235,4.6875,4.5525,alternative,hum,the pod,morning scatters steady like drug feeling one wakes smashed hell steadies ass rail bends pounding rain widest bright ideas along love need f**king fix beg pick one billion ways feel pain morning bends reflected hardly stand way whole thing makes seem climbs dream lungs hardly screams stereo scream bends astounding rain got system made metal magnet bits inside brain opens box tricks begs pick one billion ways feel pain widest bright ideas world would sleep away nightmare ends everyone wait wait end uptight love,"[[-0.08650411  0.14478396  0.42412534 ... -0.13864975 -0.0117518
  -0.03403092]
 [-0.46040356  0.2668912   0.71742034 ...  0.32082614  0.05678538
  -0.65957385]
 [-0.10659698 -0.23792946 -0.1434512  ...  0.05164593 -0.41697782
  -0.39290377]
 ...
 [ 0.31436858 -0.1182906   0.7159197  ...  0.13668787 -0.11893521
  -0.08654371]
 [ 0.3394606  -0.15315175  0.7995177  ...  0.2304575  -0.07498559
   0.01168067]
 [ 0.28425106 -0.21806467  0.8415353  ...  0.22213766 -0.09769834
   0.03296167]]"
bandages,54,212333,hot hot heat,0.376,0.947,4,-3.778,0,0.0902,0.00757,0.0,0.107,0.859,150.212,7.728260869565218,5.422826086956522,6.599130434782609,indie,hot hot heat,bandages,bandages legs arms bandages bandages bandages legs arms bandages bandages bandages bandages cover scrapes cuts bruises regrets mistakes i've hoping moping around street i've tripping sipping dripping dirty water tap i've poking voodoo doll know made bandages anonymity i've shaking making awful decision i've running running feels like head spinning round round around around around around around bandages legs arms bandages bandages bandages legs arms bandages bandages bandages i've hoping moping around street i've tripping sipping dripping dirty water tap i've poking voodoo doll know made let's see needles i've shaking making awful decision i've thinking i'm drinking many drinks i've running running feels like head spinning round round around around around around around bandages legs arms bandages bandages bandages legs arms bandages bandages bandages bandages legs arms bandages bandages bandages bandages bandages bandages worry worry worry cause control worry worry worry cause control worry worry worry cause control worry worry worry cause control worry worry worry cause turn around around around around around around around around bandages legs arms bandages bandages bandages legs arms bandages bandages bandages bandages legs arms bandages bandages bandages legs arms bandages bandages bandages bandages bandages bandages bandages bandages bandages,"[[-0.32733423  0.4958648   0.11036132 ... -0.51615584  0.18801759
   0.20620884]
 [ 0.84001863  0.10487095  0.65157926 ... -0.22970545  0.64247364
   0.22026718]
 [ 0.6947767  -0.1326442   0.9486664  ... -0.03671823 -0.48641178
  -0.01101155]
 ...
 [-0.13989936  0.19621925  0.34301972 ... -0.2995282   0.20022336
   0.018413  ]
 [ 0.21219729  0.28432482  0.15651083 ... -0.14159243 -0.07105256
  -0.20482253]
 [ 0.01808266  0.21182373  0.4369301  ... -0.4231561  -0.02929349
  -0.02188902]]"
you sexy thing,72,244920,hot chocolate,0.791,0.734,5,-5.464,1,0.0629,0.522,0.00165,0.167,0.962,105.854,7.8328,6.3728,6.3472,disco,hot chocolate,you sexy thing,believe miracles sexy thing sexy thing believe miracles since came along sexy thing come baby know needed know needed badly know i'd give heart gladly yesterday one lonely people lying close making love believe miracles sexy thing sexy thing believe miracles since came along sexy thing come angel know i'd one know everything prayed know every night day every day needing love satisfaction lying next giving believe miracles sexy thing sexy thing believe miracles since came along sexy thing oh kiss sexy thing touch baby sexy thing love way touch darling sexy thing oh ecstasy sexy thing yesterday one lonely people lying close giving believe miracles sexy thing sexy thing believe miracles since came along sexy thing oh touch kiss darling love way hold baby oh ecstasy oh ecstasy sexy thing sexy thing kiss baby sexy thing sexy thing love way kiss darling sexy thing sexy thing oh yeah sexy thing sexy thing love way hold sexy thing sexy thing keep lovin darling sexy thing sexy thing keep lovin baby sexy thing sexy thing,"[[-0.29395312  0.17739214  0.21455763 ... -0.49899876 -0.19400257
  -0.00515002]
 [ 1.3292698   0.8328635   1.0785949  ... -0.75318074  0.72983706
  -1.010232  ]
 [-0.7039236   0.67527753  1.502423   ... -0.6595045   0.15121868
  -0.6073576 ]
 ...
 [ 0.04289385  0.00539251  0.90013856 ... -0.30551335  0.09007642
  -0.47740757]
 [ 0.06694359  0.03969034  0.84915465 ... -0.25494018 -0.10063827
  -0.22713694]
 [ 0.20156686 -0.00969588  0.9359833  ... -0.21521321 -0.04867905
  -0.2244217 ]]"
the warning,51,291600,hot chip,0.728,0.612,7,-10.106,1,0.0499,0.0941,0.188,0.399,0.437,130.016,6.560430107526883,3.8691397849462352,6.212365591397848,electronic,hot chip,the warning,excuse sir i'm lost i'm looking place get lost i'm looking home malfunctioning i'm looking mechanical music museum warning i'll spell warning i'll spell excuse miss i'm dog heat i'm complicated love songs beat i'm problem solving baby could march night i'm mechanical music man i'm starting fire hot chip break legs snap head hot chip put ground excuse child trying see colors wonder brightness return nothingness joy might right prepare mechanical fright warning i'll spell warning i'll spell hot chip break legs snap head hot chip put ground hot chip break legs snap head hot chip put ground excuse son i'm found i'm looking place found there's nothing world melody broken there's always way make silence spoken hot chip break legs snap head hot chip put ground hot chip break legs snap head hot chip put ground,"[[-0.55758756  0.12361191 -0.26953197 ...  0.24343032  0.04191723
   0.4251906 ]
 [-0.5066955  -0.09812327  0.43384057 ...  0.6896833   0.3600202
  -0.2280843 ]
 [-0.6067933   0.35986522  0.48746306 ... -0.04204972 -0.06023902
   0.07497849]
 ...
 [-0.23006076  0.04811544  0.15937285 ... -0.05553655 -0.08139952
  -0.02191135]
 [-0.18237081  0.12962702  0.22740373 ... -0.18740973 -0.2338863
  -0.11120868]
 [-0.18952261 -0.52580583  0.41187766 ... -0.12551215 -0.03414955
  -0.34521002]]"
crap kraft dinner,42,394013,hot chip,0.827,0.287,0,-12.596,1,0.0438,0.0263,0.0246,0.0812,0.259,104.994,5.620502793296089,3.8095530726256976,5.3689385474860325,electronic,hot chip,crap kraft dinner,people love people love can't hear people love drunk people love people love people love come people love drunk people think drunk left one kraft dinner brought back last summer left one reminder time spent spent taste one kraft dinner prepared chances slimmer hear refusal cause got time jerk-off loser hear refusal cause got time jack-your-body loser hear refusal cause got time jerk-off loser hear refusal cause got time jerk-off loser space time last supper baby baby even prepare mine got time got time time time,"[[-1.2702940e-01  6.4753689e-02  1.9481486e-01 ... -6.8693757e-01
   2.1634117e-01 -4.2221822e-02]
 [-1.6961098e-01  4.0888852e-01 -1.2663116e-01 ... -3.7427485e-01
   7.1148199e-01 -1.9964851e-01]
 [ 1.6007377e+00  8.7381858e-01  1.4313247e+00 ... -6.9538087e-01
   3.1335229e-01 -4.0521711e-01]
 ...
 [ 3.9991796e-01 -7.9871543e-02  2.6106629e-01 ... -1.2723634e-01
   1.9847547e-01  8.3643943e-02]
 [ 4.0505832e-01 -9.0693608e-02  2.7688077e-01 ... -1.4877813e-01
   2.2492138e-01  4.9956504e-02]
 [ 3.2989895e-01  1.0010434e-02  1.3395782e-01 ... -2.9460648e-01
   2.1660712e-01 -4.6373822e-04]]"
dearg doom,41,185667,horslips,0.464,0.724,0,-10.058,1,0.0857,0.00569,0.0681,0.429,0.841,114.198,3.855,5.3500000000000005,4.98,irish rock,horslips,dearg doom,love colder black marble sea heart older cold oak tree flash silver sun see coming better run...run...run dearg doom speak whispers devils slain fire silver devil's blade still dare flaunt want need love can't see i'm dearg doom stars go hear shout two heads better none one hundred heads much better one i'm boy born blind pain like hawk i'll swoop swoop flash hawkeye sun see coming better run...run...run,"[[-0.25532073 -0.07583613 -0.2197059  ... -0.33771405  0.05599135
   0.4388379 ]
 [ 0.5307189   0.28839394  1.5165365  ... -0.04418098 -0.05262629
   0.3403087 ]
 [ 0.3659295   0.12958325  1.0602975  ...  0.06119653  0.2017706
   0.14857304]
 ...
 [ 0.20395076  0.1461915   0.30161077 ...  0.16841769  0.18241481
  -0.17546871]
 [ 0.14597803 -0.03091262  0.31209886 ...  0.02781278  0.11905681
  -0.18637301]
 [ 0.11669344 -0.15547015  0.30868128 ... -0.06271688  0.031315
  -0.11695273]]"
eden,47,213000,hooverphonic,0.246,0.572,4,-9.576,0,0.0335,0.0205,0.873,0.126,0.169,82.07,5.206447368421053,3.783552631578948,5.164605263157895,trip-hop,hooverphonic,eden,ever think best friend ever think i'm complaining never tried feel never tried feel vibration never tried reach never tried reach eden ever think enemy ever think i'm complaining never tried feel never tried feel vibration never tried reach never tried reach eden,"[[-0.47625035 -0.27647254 -0.27618837 ... -0.20598865 -0.06661565
   0.33849326]
 [ 0.59843767 -0.27339217  0.8173844  ... -0.27727464  0.5383587
  -0.8587511 ]
 [-0.07006507  0.09461446  0.6545665  ... -0.91740364 -0.0506883
  -0.49056625]
 ...
 [ 0.3688763  -0.4289001   0.2035833  ... -0.03860675 -0.0775875
  -0.27990568]
 [-0.04008051 -0.5661459   0.2731217  ... -0.12794526 -0.17672531
   0.03287883]
 [ 0.25115782 -0.36447158  0.2184579  ... -0.03064528 -0.11184441
  -0.14541054]]"
